n_features,ultima_feature,tratamento,modelo,transform,rmse,mae,mape,mdape,r2
1,metragem,minmax_mean_ohe,Linear,log,,,,,
1,metragem,quantile_median_ord,Linear,boxcox,,,,,
1,metragem,quantile_median_ord,MLP_opt,log,,,,,
1,metragem,raw_zero_ord,MLP_opt,boxcox,,,,,
1,metragem,power_median_ohe,HistGB_opt,boxcox,,,,,
1,metragem,raw_zero_ord,RandomForest_opt,sqrt,,,,,
1,metragem,std_median_ohe,RandomForest_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,Ridge_opt,log,,,,,
1,metragem,std_median_ohe,LightGBM_opt,sqrt,,,,,
1,metragem,robust_median_ohe,LightGBM_opt,none,,,,,
1,metragem,robust_median_ohe,GradientBoosting_opt,sqrt,,,,,
1,metragem,robust_median_ohe,Linear,boxcox,,,,,
1,metragem,minmax_mean_ohe,KNN_opt,none,,,,,
1,metragem,minmax_mean_ohe,MLP_opt,log,,,,,
1,metragem,minmax_mean_ohe,SVR_opt,boxcox,,,,,
1,metragem,quantile_median_ord,Ridge_opt,none,,,,,
1,metragem,quantile_median_ord,CatBoost_opt,boxcox,,,,,
1,metragem,power_median_ohe,MLP_opt,log,,,,,
1,metragem,raw_zero_ord,KNN_opt,none,,,,,
1,metragem,raw_zero_ord,HistGB_opt,boxcox,,,,,
1,metragem,quantile_median_ord,LightGBM_opt,log,,,,,
1,metragem,power_median_ohe,Ridge_opt,none,,,,,
1,metragem,power_median_ohe,SVR_opt,boxcox,,,,,
1,metragem,raw_zero_ord,Linear,log,,,,,
1,metragem,std_median_ohe,GradientBoosting_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,RandomForest_opt,log,,,,,
1,metragem,std_median_ohe,HistGB_opt,sqrt,,,,,
1,metragem,robust_median_ohe,HistGB_opt,none,,,,,
1,metragem,robust_median_ohe,KNN_opt,sqrt,,,,,
1,metragem,robust_median_ohe,MLP_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,SVR_opt,none,,,,,
1,metragem,minmax_mean_ohe,Ridge_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,CatBoost_opt,boxcox,,,,,
1,metragem,std_median_ohe,Ridge_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,GradientBoosting_opt,boxcox,,,,,
1,metragem,power_median_ohe,LightGBM_opt,log,,,,,
1,metragem,raw_zero_ord,Ridge_opt,none,,,,,
1,metragem,raw_zero_ord,SVR_opt,boxcox,,,,,
1,metragem,quantile_median_ord,HistGB_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,RandomForest_opt,boxcox,,,,,
1,metragem,raw_zero_ord,CatBoost_opt,log,,,,,
1,metragem,power_median_ohe,Ridge_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,GradientBoosting_opt,log,,,,,
1,metragem,std_median_ohe,Linear,sqrt,,,,,
1,metragem,std_median_ohe,KNN_opt,yeojohnson,,,,,
1,metragem,robust_median_ohe,Linear,none,,,,,
1,metragem,robust_median_ohe,SVR_opt,sqrt,,,,,
1,metragem,robust_median_ohe,Ridge_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,CatBoost_opt,none,,,,,
1,metragem,minmax_mean_ohe,RandomForest_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,LightGBM_opt,boxcox,,,,,
1,metragem,quantile_median_ord,GradientBoosting_opt,none,,,,,
1,metragem,power_median_ohe,KNN_opt,log,,,,,
1,metragem,power_median_ohe,HistGB_opt,yeojohnson,,,,,
1,metragem,raw_zero_ord,RandomForest_opt,boxcox,,,,,
1,metragem,quantile_median_ord,RandomForest_opt,log,,,,,
1,metragem,power_median_ohe,Linear,sqrt,,,,,
1,metragem,raw_zero_ord,GradientBoosting_opt,log,,,,,
1,metragem,raw_zero_ord,LightGBM_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,LightGBM_opt,sqrt,,,,,
1,metragem,quantile_median_ord,RandomForest_opt,none,,,,,
1,metragem,std_median_ohe,MLP_opt,sqrt,,,,,
1,metragem,robust_median_ohe,MLP_opt,none,,,,,
1,metragem,robust_median_ohe,CatBoost_opt,sqrt,,,,,
1,metragem,std_median_ohe,SVR_opt,yeojohnson,,,,,
1,metragem,robust_median_ohe,RandomForest_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,LightGBM_opt,none,,,,,
1,metragem,minmax_mean_ohe,GradientBoosting_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,HistGB_opt,boxcox,,,,,
1,metragem,quantile_median_ord,KNN_opt,none,,,,,
1,metragem,quantile_median_ord,Linear,none,,,,,
1,metragem,power_median_ohe,SVR_opt,yeojohnson,,,,,
1,metragem,robust_median_ohe,RandomForest_opt,sqrt,,,,,
1,metragem,quantile_median_ord,GradientBoosting_opt,yeojohnson,,,,,
1,metragem,raw_zero_ord,MLP_opt,none,,,,,
1,metragem,raw_zero_ord,KNN_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,KNN_opt,sqrt,,,,,
1,metragem,power_median_ohe,HistGB_opt,none,,,,,
1,metragem,std_median_ohe,CatBoost_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,SVR_opt,log,,,,,
1,metragem,std_median_ohe,Ridge_opt,boxcox,,,,,
1,metragem,robust_median_ohe,Ridge_opt,log,,,,,
1,metragem,robust_median_ohe,LightGBM_opt,sqrt,,,,,
1,metragem,robust_median_ohe,GradientBoosting_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,HistGB_opt,none,,,,,
1,metragem,minmax_mean_ohe,KNN_opt,sqrt,,,,,
1,metragem,raw_zero_ord,Linear,sqrt,,,,,
1,metragem,quantile_median_ord,SVR_opt,none,,,,,
1,metragem,quantile_median_ord,CatBoost_opt,none,,,,,
1,metragem,quantile_median_ord,MLP_opt,boxcox,,,,,
1,metragem,raw_zero_ord,CatBoost_opt,sqrt,,,,,
1,metragem,power_median_ohe,KNN_opt,sqrt,,,,,
1,metragem,raw_zero_ord,Ridge_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,Ridge_opt,sqrt,,,,,
1,metragem,power_median_ohe,SVR_opt,none,,,,,
1,metragem,raw_zero_ord,GradientBoosting_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,Linear,boxcox,,,,,
1,metragem,std_median_ohe,LightGBM_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,Ridge_opt,none,,,,,
1,metragem,std_median_ohe,CatBoost_opt,log,,,,,
1,metragem,std_median_ohe,RandomForest_opt,boxcox,,,,,
1,metragem,robust_median_ohe,RandomForest_opt,log,,,,,
1,metragem,robust_median_ohe,HistGB_opt,sqrt,,,,,
1,metragem,robust_median_ohe,KNN_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,Linear,none,,,,,
1,metragem,minmax_mean_ohe,SVR_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,MLP_opt,boxcox,,,,,
1,metragem,quantile_median_ord,LightGBM_opt,boxcox,,,,,
1,metragem,power_median_ohe,Ridge_opt,sqrt,,,,,
1,metragem,raw_zero_ord,SVR_opt,none,,,,,
1,metragem,quantile_median_ord,HistGB_opt,log,,,,,
1,metragem,power_median_ohe,RandomForest_opt,none,,,,,
1,metragem,power_median_ohe,CatBoost_opt,boxcox,,,,,
1,metragem,raw_zero_ord,MLP_opt,log,,,,,
1,metragem,std_median_ohe,HistGB_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,RandomForest_opt,none,,,,,
1,metragem,std_median_ohe,LightGBM_opt,log,,,,,
1,metragem,std_median_ohe,GradientBoosting_opt,boxcox,,,,,
1,metragem,robust_median_ohe,GradientBoosting_opt,log,,,,,
1,metragem,robust_median_ohe,Linear,sqrt,,,,,
1,metragem,robust_median_ohe,SVR_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,MLP_opt,none,,,,,
1,metragem,minmax_mean_ohe,CatBoost_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,Ridge_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,KNN_opt,boxcox,,,,,
1,metragem,power_median_ohe,HistGB_opt,log,,,,,
1,metragem,raw_zero_ord,RandomForest_opt,none,,,,,
1,metragem,raw_zero_ord,CatBoost_opt,boxcox,,,,,
1,metragem,quantile_median_ord,SVR_opt,log,,,,,
1,metragem,power_median_ohe,Linear,boxcox,,,,,
1,metragem,power_median_ohe,GradientBoosting_opt,boxcox,,,,,
1,metragem,raw_zero_ord,LightGBM_opt,log,,,,,
1,metragem,std_median_ohe,GradientBoosting_opt,none,,,,,
1,metragem,std_median_ohe,HistGB_opt,log,,,,,
1,metragem,std_median_ohe,KNN_opt,boxcox,,,,,
1,metragem,robust_median_ohe,KNN_opt,log,,,,,
1,metragem,std_median_ohe,Linear,yeojohnson,,,,,
1,metragem,robust_median_ohe,MLP_opt,sqrt,,,,,
1,metragem,robust_median_ohe,CatBoost_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,Ridge_opt,log,,,,,
1,metragem,minmax_mean_ohe,LightGBM_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,RandomForest_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,Ridge_opt,boxcox,,,,,
1,metragem,power_median_ohe,SVR_opt,log,,,,,
1,metragem,quantile_median_ord,Linear,yeojohnson,,,,,
1,metragem,raw_zero_ord,GradientBoosting_opt,boxcox,,,,,
1,metragem,quantile_median_ord,GradientBoosting_opt,log,,,,,
1,metragem,quantile_median_ord,CatBoost_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,MLP_opt,sqrt,,,,,
1,metragem,raw_zero_ord,KNN_opt,log,,,,,
1,metragem,raw_zero_ord,HistGB_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,HistGB_opt,sqrt,,,,,
1,metragem,std_median_ohe,MLP_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,KNN_opt,none,,,,,
1,metragem,power_median_ohe,Linear,yeojohnson,,,,,
1,metragem,std_median_ohe,SVR_opt,boxcox,,,,,
1,metragem,robust_median_ohe,SVR_opt,log,,,,,
1,metragem,robust_median_ohe,Ridge_opt,boxcox,,,,,
1,metragem,robust_median_ohe,LightGBM_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,RandomForest_opt,log,,,,,
1,metragem,minmax_mean_ohe,HistGB_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,GradientBoosting_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,RandomForest_opt,log,,,,,
1,metragem,quantile_median_ord,MLP_opt,none,,,,,
1,metragem,power_median_ohe,CatBoost_opt,yeojohnson,,,,,
1,metragem,raw_zero_ord,MLP_opt,sqrt,,,,,
1,metragem,quantile_median_ord,KNN_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,LightGBM_opt,sqrt,,,,,
1,metragem,raw_zero_ord,Ridge_opt,log,,,,,
1,metragem,raw_zero_ord,SVR_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,SVR_opt,sqrt,,,,,
1,metragem,power_median_ohe,KNN_opt,none,,,,,
1,metragem,power_median_ohe,GradientBoosting_opt,yeojohnson,,,,,
1,metragem,robust_median_ohe,Ridge_opt,none,,,,,
1,metragem,std_median_ohe,SVR_opt,none,,,,,
1,metragem,std_median_ohe,MLP_opt,log,,,,,
1,metragem,std_median_ohe,CatBoost_opt,boxcox,,,,,
1,metragem,robust_median_ohe,LightGBM_opt,log,,,,,
1,metragem,robust_median_ohe,RandomForest_opt,boxcox,,,,,
1,metragem,robust_median_ohe,HistGB_opt,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,GradientBoosting_opt,log,,,,,
1,metragem,minmax_mean_ohe,Linear,sqrt,,,,,
1,metragem,minmax_mean_ohe,KNN_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,LightGBM_opt,none,,,,,
1,metragem,quantile_median_ord,Ridge_opt,yeojohnson,,,,,
1,metragem,raw_zero_ord,LightGBM_opt,sqrt,,,,,
1,metragem,power_median_ohe,SVR_opt,sqrt,,,,,
1,metragem,raw_zero_ord,HistGB_opt,none,,,,,
1,metragem,raw_zero_ord,RandomForest_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,RandomForest_opt,sqrt,,,,,
1,metragem,power_median_ohe,CatBoost_opt,none,,,,,
1,metragem,power_median_ohe,MLP_opt,boxcox,,,,,
1,metragem,robust_median_ohe,RandomForest_opt,none,,,,,
1,metragem,std_median_ohe,CatBoost_opt,none,,,,,
1,metragem,std_median_ohe,Ridge_opt,sqrt,,,,,
1,metragem,std_median_ohe,LightGBM_opt,boxcox,,,,,
1,metragem,robust_median_ohe,HistGB_opt,log,,,,,
1,metragem,robust_median_ohe,GradientBoosting_opt,boxcox,,,,,
1,metragem,robust_median_ohe,Linear,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,KNN_opt,log,,,,,
1,metragem,minmax_mean_ohe,MLP_opt,sqrt,,,,,
1,metragem,minmax_mean_ohe,SVR_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,HistGB_opt,boxcox,,,,,
1,metragem,power_median_ohe,RandomForest_opt,sqrt,,,,,
1,metragem,raw_zero_ord,CatBoost_opt,none,,,,,
1,metragem,power_median_ohe,Linear,none,,,,,
1,metragem,std_median_ohe,Linear,log,,,,,
1,metragem,power_median_ohe,GradientBoosting_opt,none,,,,,
1,metragem,power_median_ohe,LightGBM_opt,boxcox,,,,,
1,metragem,raw_zero_ord,Ridge_opt,sqrt,,,,,
1,metragem,robust_median_ohe,GradientBoosting_opt,none,,,,,
1,metragem,std_median_ohe,LightGBM_opt,none,,,,,
1,metragem,std_median_ohe,RandomForest_opt,sqrt,,,,,
1,metragem,std_median_ohe,HistGB_opt,boxcox,,,,,
1,metragem,quantile_median_ord,Linear,log,,,,,
1,metragem,robust_median_ohe,KNN_opt,boxcox,,,,,
1,metragem,raw_zero_ord,Linear,boxcox,,,,,
1,metragem,minmax_mean_ohe,SVR_opt,log,,,,,
1,metragem,minmax_mean_ohe,Ridge_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,CatBoost_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,SVR_opt,boxcox,,,,,
1,metragem,robust_median_ohe,MLP_opt,yeojohnson,,,,,
1,metragem,raw_zero_ord,GradientBoosting_opt,none,,,,,
1,metragem,raw_zero_ord,LightGBM_opt,boxcox,,,,,
1,metragem,quantile_median_ord,CatBoost_opt,log,,,,,
1,metragem,robust_median_ohe,Linear,log,,,,,
1,metragem,power_median_ohe,KNN_opt,boxcox,,,,,
1,metragem,raw_zero_ord,KNN_opt,sqrt,,,,,
1,metragem,raw_zero_ord,HistGB_opt,log,,,,,
1,metragem,robust_median_ohe,CatBoost_opt,log,,,,,
1,metragem,std_median_ohe,HistGB_opt,none,,,,,
1,metragem,std_median_ohe,GradientBoosting_opt,sqrt,,,,,
1,metragem,power_median_ohe,Linear,log,,,,,
1,metragem,robust_median_ohe,MLP_opt,log,,,,,
1,metragem,robust_median_ohe,SVR_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,Ridge_opt,none,,,,,
1,metragem,minmax_mean_ohe,CatBoost_opt,log,,,,,
1,metragem,minmax_mean_ohe,RandomForest_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,LightGBM_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,RandomForest_opt,boxcox,,,,,
1,metragem,power_median_ohe,CatBoost_opt,log,,,,,
1,metragem,quantile_median_ord,MLP_opt,yeojohnson,,,,,
1,metragem,raw_zero_ord,KNN_opt,boxcox,,,,,
1,metragem,quantile_median_ord,KNN_opt,log,,,,,
1,metragem,quantile_median_ord,LightGBM_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,Ridge_opt,boxcox,,,,,
1,metragem,raw_zero_ord,SVR_opt,log,,,,,
1,metragem,power_median_ohe,MLP_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,CatBoost_opt,sqrt,,,,,
1,metragem,raw_zero_ord,Linear,yeojohnson,,,,,
1,metragem,robust_median_ohe,KNN_opt,none,,,,,
1,metragem,quantile_median_ord,Linear,sqrt,,,,,
1,metragem,std_median_ohe,KNN_opt,sqrt,,,,,
1,metragem,robust_median_ohe,Ridge_opt,sqrt,,,,,
1,metragem,robust_median_ohe,CatBoost_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,RandomForest_opt,none,,,,,
1,metragem,minmax_mean_ohe,LightGBM_opt,log,,,,,
1,metragem,minmax_mean_ohe,GradientBoosting_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,HistGB_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,GradientBoosting_opt,log,,,,,
1,metragem,power_median_ohe,LightGBM_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,Ridge_opt,log,,,,,
1,metragem,raw_zero_ord,Ridge_opt,boxcox,,,,,
1,metragem,quantile_median_ord,SVR_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,HistGB_opt,sqrt,,,,,
1,metragem,raw_zero_ord,RandomForest_opt,log,,,,,
1,metragem,raw_zero_ord,CatBoost_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,CatBoost_opt,sqrt,,,,,
1,metragem,std_median_ohe,Linear,none,,,,,
1,metragem,robust_median_ohe,SVR_opt,none,,,,,
1,metragem,std_median_ohe,SVR_opt,sqrt,,,,,
1,metragem,robust_median_ohe,LightGBM_opt,boxcox,,,,,
1,metragem,minmax_mean_ohe,HistGB_opt,log,,,,,
1,metragem,power_median_ohe,MLP_opt,none,,,,,
1,metragem,std_median_ohe,Linear,boxcox,,,,,
1,metragem,power_median_ohe,Ridge_opt,log,,,,,
1,metragem,power_median_ohe,RandomForest_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,KNN_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,HistGB_opt,none,,,,,
1,metragem,raw_zero_ord,HistGB_opt,sqrt,,,,,
1,metragem,quantile_median_ord,RandomForest_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,CatBoost_opt,sqrt,,,,,
1,metragem,std_median_ohe,MLP_opt,boxcox,,,,,
1,metragem,raw_zero_ord,GradientBoosting_opt,yeojohnson,,,,,
1,metragem,quantile_median_ord,GradientBoosting_opt,sqrt,,,,,
1,metragem,quantile_median_ord,MLP_opt,sqrt,,,,,
1,metragem,raw_zero_ord,Linear,none,,,,,
1,metragem,minmax_mean_ohe,Linear,yeojohnson,,,,,
1,metragem,minmax_mean_ohe,KNN_opt,boxcox,,,,,
1,metragem,std_median_ohe,KNN_opt,log,,,,,
1,metragem,minmax_mean_ohe,GradientBoosting_opt,none,,,,,
1,metragem,power_median_ohe,GradientBoosting_opt,sqrt,,,,,
1,metragem,robust_median_ohe,CatBoost_opt,none,,,,,
1,metragem,minmax_mean_ohe,MLP_opt,yeojohnson,,,,,
1,metragem,std_median_ohe,MLP_opt,none,,,,,
1,metragem,raw_zero_ord,MLP_opt,yeojohnson,,,,,
1,metragem,power_median_ohe,LightGBM_opt,none,,,,,
1,metragem,robust_median_ohe,HistGB_opt,boxcox,,,,,
1,metragem,raw_zero_ord,LightGBM_opt,none,,,,,
1,metragem,raw_zero_ord,SVR_opt,sqrt,,,,,
2,quartos,std_median_ohe,RandomForest_opt,log,,,,,
2,quartos,std_median_ohe,HistGB_opt,sqrt,,,,,
2,quartos,robust_median_ohe,HistGB_opt,none,,,,,
2,quartos,std_median_ohe,GradientBoosting_opt,yeojohnson,,,,,
2,quartos,robust_median_ohe,KNN_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,SVR_opt,none,,,,,
2,quartos,minmax_mean_ohe,Ridge_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,CatBoost_opt,boxcox,,,,,
2,quartos,quantile_median_ord,RandomForest_opt,none,,,,,
2,quartos,quantile_median_ord,CatBoost_opt,boxcox,,,,,
2,quartos,power_median_ohe,LightGBM_opt,yeojohnson,,,,,
2,quartos,power_median_ohe,CatBoost_opt,sqrt,,,,,
2,quartos,quantile_median_ord,LightGBM_opt,log,,,,,
2,quartos,power_median_ohe,LightGBM_opt,none,,,,,
2,quartos,raw_zero_ord,RandomForest_opt,sqrt,,,,,
2,quartos,std_median_ohe,KNN_opt,yeojohnson,,,,,
2,quartos,robust_median_ohe,SVR_opt,sqrt,,,,,
2,quartos,std_median_ohe,GradientBoosting_opt,log,,,,,
2,quartos,robust_median_ohe,Ridge_opt,yeojohnson,,,,,
2,quartos,minmax_mean_ohe,CatBoost_opt,none,,,,,
2,quartos,minmax_mean_ohe,RandomForest_opt,sqrt,,,,,
2,quartos,quantile_median_ord,GradientBoosting_opt,none,,,,,
2,quartos,power_median_ohe,GradientBoosting_opt,sqrt,,,,,
2,quartos,raw_zero_ord,HistGB_opt,boxcox,,,,,
2,quartos,raw_zero_ord,SVR_opt,sqrt,,,,,
2,quartos,raw_zero_ord,CatBoost_opt,yeojohnson,,,,,
2,quartos,power_median_ohe,KNN_opt,none,,,,,
2,quartos,power_median_ohe,Ridge_opt,yeojohnson,,,,,
2,quartos,std_median_ohe,SVR_opt,yeojohnson,,,,,
2,quartos,robust_median_ohe,CatBoost_opt,sqrt,,,,,
2,quartos,std_median_ohe,RandomForest_opt,none,,,,,
2,quartos,std_median_ohe,KNN_opt,log,,,,,
2,quartos,robust_median_ohe,RandomForest_opt,yeojohnson,,,,,
2,quartos,minmax_mean_ohe,LightGBM_opt,none,,,,,
2,quartos,robust_median_ohe,MLP_opt,boxcox,,,,,
2,quartos,minmax_mean_ohe,GradientBoosting_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,HistGB_opt,boxcox,,,,,
2,quartos,raw_zero_ord,SVR_opt,boxcox,,,,,
2,quartos,raw_zero_ord,LightGBM_opt,none,,,,,
2,quartos,quantile_median_ord,CatBoost_opt,yeojohnson,,,,,
2,quartos,raw_zero_ord,GradientBoosting_opt,yeojohnson,,,,,
2,quartos,power_median_ohe,Ridge_opt,none,,,,,
2,quartos,raw_zero_ord,CatBoost_opt,log,,,,,
2,quartos,power_median_ohe,HistGB_opt,boxcox,,,,,
2,quartos,quantile_median_ord,LightGBM_opt,sqrt,,,,,
2,quartos,std_median_ohe,CatBoost_opt,yeojohnson,,,,,
2,quartos,robust_median_ohe,LightGBM_opt,sqrt,,,,,
2,quartos,std_median_ohe,KNN_opt,none,,,,,
2,quartos,std_median_ohe,SVR_opt,log,,,,,
2,quartos,std_median_ohe,Ridge_opt,boxcox,,,,,
2,quartos,robust_median_ohe,Ridge_opt,log,,,,,
2,quartos,robust_median_ohe,GradientBoosting_opt,yeojohnson,,,,,
2,quartos,minmax_mean_ohe,HistGB_opt,none,,,,,
2,quartos,minmax_mean_ohe,KNN_opt,sqrt,,,,,
2,quartos,power_median_ohe,LightGBM_opt,log,,,,,
2,quartos,quantile_median_ord,GradientBoosting_opt,yeojohnson,,,,,
2,quartos,raw_zero_ord,KNN_opt,none,,,,,
2,quartos,raw_zero_ord,RandomForest_opt,boxcox,,,,,
2,quartos,quantile_median_ord,SVR_opt,log,,,,,
2,quartos,quantile_median_ord,HistGB_opt,yeojohnson,,,,,
2,quartos,raw_zero_ord,GradientBoosting_opt,log,,,,,
2,quartos,power_median_ohe,SVR_opt,boxcox,,,,,
2,quartos,quantile_median_ord,KNN_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,CatBoost_opt,yeojohnson,,,,,
2,quartos,raw_zero_ord,LightGBM_opt,sqrt,,,,,
2,quartos,std_median_ohe,CatBoost_opt,log,,,,,
2,quartos,raw_zero_ord,Linear,log,,,,,
2,quartos,std_median_ohe,RandomForest_opt,boxcox,,,,,
2,quartos,robust_median_ohe,RandomForest_opt,log,,,,,
2,quartos,std_median_ohe,LightGBM_opt,yeojohnson,,,,,
2,quartos,robust_median_ohe,HistGB_opt,sqrt,,,,,
2,quartos,robust_median_ohe,KNN_opt,yeojohnson,,,,,
2,quartos,minmax_mean_ohe,Linear,boxcox,,,,,
2,quartos,minmax_mean_ohe,SVR_opt,sqrt,,,,,
2,quartos,quantile_median_ord,CatBoost_opt,none,,,,,
2,quartos,quantile_median_ord,RandomForest_opt,log,,,,,
2,quartos,raw_zero_ord,Ridge_opt,none,,,,,
2,quartos,power_median_ohe,RandomForest_opt,boxcox,,,,,
2,quartos,quantile_median_ord,Ridge_opt,sqrt,,,,,
2,quartos,power_median_ohe,Ridge_opt,log,,,,,
2,quartos,std_median_ohe,HistGB_opt,yeojohnson,,,,,
2,quartos,std_median_ohe,LightGBM_opt,log,,,,,
2,quartos,std_median_ohe,GradientBoosting_opt,boxcox,,,,,
2,quartos,robust_median_ohe,GradientBoosting_opt,log,,,,,
2,quartos,minmax_mean_ohe,MLP_opt,boxcox,,,,,
2,quartos,robust_median_ohe,SVR_opt,yeojohnson,,,,,
2,quartos,quantile_median_ord,MLP_opt,boxcox,,,,,
2,quartos,minmax_mean_ohe,CatBoost_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,Ridge_opt,yeojohnson,,,,,
2,quartos,quantile_median_ord,LightGBM_opt,none,,,,,
2,quartos,quantile_median_ord,LightGBM_opt,boxcox,,,,,
2,quartos,std_median_ohe,MLP_opt,sqrt,,,,,
2,quartos,power_median_ohe,HistGB_opt,yeojohnson,,,,,
2,quartos,power_median_ohe,LightGBM_opt,sqrt,,,,,
2,quartos,quantile_median_ord,HistGB_opt,log,,,,,
2,quartos,power_median_ohe,KNN_opt,log,,,,,
2,quartos,raw_zero_ord,Linear,sqrt,,,,,
2,quartos,raw_zero_ord,MLP_opt,none,,,,,
2,quartos,power_median_ohe,HistGB_opt,none,,,,,
2,quartos,raw_zero_ord,GradientBoosting_opt,sqrt,,,,,
2,quartos,std_median_ohe,HistGB_opt,log,,,,,
2,quartos,std_median_ohe,KNN_opt,boxcox,,,,,
2,quartos,robust_median_ohe,KNN_opt,log,,,,,
2,quartos,minmax_mean_ohe,MLP_opt,none,,,,,
2,quartos,robust_median_ohe,CatBoost_opt,yeojohnson,,,,,
2,quartos,quantile_median_ord,MLP_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,Ridge_opt,log,,,,,
2,quartos,minmax_mean_ohe,LightGBM_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,RandomForest_opt,yeojohnson,,,,,
2,quartos,quantile_median_ord,HistGB_opt,none,,,,,
2,quartos,quantile_median_ord,KNN_opt,boxcox,,,,,
2,quartos,power_median_ohe,KNN_opt,sqrt,,,,,
2,quartos,quantile_median_ord,GradientBoosting_opt,boxcox,,,,,
2,quartos,raw_zero_ord,LightGBM_opt,yeojohnson,,,,,
2,quartos,power_median_ohe,SVR_opt,none,,,,,
2,quartos,raw_zero_ord,Linear,boxcox,,,,,
2,quartos,power_median_ohe,RandomForest_opt,yeojohnson,,,,,
2,quartos,quantile_median_ord,Ridge_opt,boxcox,,,,,
2,quartos,robust_median_ohe,MLP_opt,sqrt,,,,,
2,quartos,raw_zero_ord,MLP_opt,log,,,,,
2,quartos,std_median_ohe,SVR_opt,boxcox,,,,,
2,quartos,robust_median_ohe,SVR_opt,log,,,,,
2,quartos,robust_median_ohe,Ridge_opt,boxcox,,,,,
2,quartos,robust_median_ohe,LightGBM_opt,yeojohnson,,,,,
2,quartos,minmax_mean_ohe,RandomForest_opt,log,,,,,
2,quartos,minmax_mean_ohe,HistGB_opt,sqrt,,,,,
2,quartos,minmax_mean_ohe,GradientBoosting_opt,yeojohnson,,,,,
2,quartos,robust_median_ohe,Linear,none,,,,,
2,quartos,power_median_ohe,Ridge_opt,sqrt,,,,,
2,quartos,raw_zero_ord,CatBoost_opt,boxcox,,,,,
2,quartos,raw_zero_ord,HistGB_opt,none,,,,,
2,quartos,quantile_median_ord,LightGBM_opt,yeojohnson,,,,,
