n_features,ultima_feature,tratamento,modelo,transform,rmse,mae,mape,mdape,r2,status
9,score_farmacia,std_median_ohe,Linear,yeojohnson,1299364.76122836,735263.0062028129,72.3742605960331,48.70232214100365,0.39413596213343793,
9,score_farmacia,raw_zero_ord,KNeighbors,none,995829.9028508834,436691.29369123664,30.130715979151017,17.583252033396747,0.6441365930895924,
9,score_farmacia,std_median_ohe,KNeighbors,yeojohnson,892743.5135391422,390434.89574391727,26.817105705320344,15.914168265278155,0.7139997500439927,
9,score_farmacia,std_median_ohe,KNeighbors,log,888377.0880116863,391796.705490562,27.23105780005132,16.008014285714285,0.716790573665863,
9,score_farmacia,raw_zero_ord,KNeighbors,sqrt,885457.2412037264,391382.30239000934,27.164468745181193,16.14163614163614,0.7186491745009116,
9,score_farmacia,std_median_ohe,GradientBoosting,sqrt,1027850.0020999522,402740.97997193586,31.376316245161895,19.732398563152767,0.6208836730175443,
9,score_farmacia,minmax_mean_ohe,KNeighbors,log,995302.179147064,380209.5545395823,26.798836973565383,15.345911949685535,0.6445136610898521,
9,score_farmacia,raw_zero_ord,KNeighbors,yeojohnson,892743.5135391422,390434.89574391727,26.817105705320344,15.914168265278155,0.7139997500439927,
9,score_farmacia,std_median_ohe,Linear,sqrt,1345093.997642033,736133.8326189283,65.4682172257376,47.2672853244015,0.35074055632920875,
9,score_farmacia,minmax_mean_ohe,KNeighbors,sqrt,1049571.5345807353,405824.6501830187,28.77613189781134,16.18927810650888,0.6046906438721504,
9,score_farmacia,std_median_ohe,DecisionTree,none,1077018.3303800586,379787.1935098587,25.490398964850264,11.414279217826284,0.5837452564950614,
9,score_farmacia,std_median_ohe,DecisionTree,yeojohnson,1030115.5064759246,379402.8134152363,25.388949440589975,11.483217953446038,0.6192105957322399,
9,score_farmacia,minmax_mean_ohe,KNeighbors,none,1086964.4637742406,433416.8393885022,31.568892616169325,17.162658092175786,0.5760216331098247,
9,score_farmacia,minmax_mean_ohe,KNeighbors,yeojohnson,987277.0323998724,367335.9868800689,25.211012086853707,14.401646090534982,0.650223140834574,
10,score_parque,minmax_mean_ohe,KNeighbors,sqrt,1047819.5667683235,405693.7389076293,29.03291295093658,16.1624255319149,0.6060092605060439,
10,score_parque,std_median_ohe,Linear,sqrt,1344139.0480073746,733958.842529313,65.14508999049107,46.95429660385989,0.35166211271338643,
10,score_parque,minmax_mean_ohe,KNeighbors,log,991067.336214127,373793.60671786405,26.211399262595215,14.965925925925927,0.6475322943626428,
10,score_parque,raw_zero_ord,KNeighbors,sqrt,883062.0662930626,385436.07465728844,26.641689778654943,15.783521809369953,0.7201692321012931,
10,score_parque,raw_zero_ord,KNeighbors,none,991915.7668413094,430373.68929878704,29.685991312010295,17.09504118777065,0.6469285565776501,
10,score_parque,std_median_ohe,KNeighbors,log,890842.1800556966,383260.2181439748,26.34065487830503,15.432440550688362,0.7152166791610866,
10,score_parque,std_median_ohe,RandomForest,none,838197.6324259809,377727.65636766737,27.304611888956458,16.554525496143295,0.7478808318801784,
10,score_parque,minmax_mean_ohe,KNeighbors,yeojohnson,984226.6680962872,364080.0798392306,25.084789364743305,14.207650273224044,0.6523811948587764,
10,score_parque,raw_zero_ord,KNeighbors,yeojohnson,892791.8836662521,382762.30025120225,26.01277524701376,15.127413127413128,0.7139687573949206,
10,score_parque,minmax_mean_ohe,MLP,log,,,,,,timeout
10,score_parque,raw_zero_ord,MLP,sqrt,,,,,,timeout
10,score_parque,std_median_ohe,MLP,sqrt,,,,,,timeout
10,score_parque,minmax_mean_ohe,MLP,none,,,,,,timeout
10,score_parque,std_median_ohe,KNeighbors,yeojohnson,892791.8836662521,382762.30025120225,26.01277524701376,15.127413127413128,0.7139687573949206,
10,score_parque,std_median_ohe,GradientBoosting,none,898637.3477354071,397843.47393430746,30.026783485036894,19.668508402530176,0.7102109747380132,
10,score_parque,std_median_ohe,GradientBoosting,log,896824.0394184219,397393.47944356676,30.005381401502458,19.673739309813108,0.7113792918268447,
10,score_parque,minmax_mean_ohe,KNeighbors,none,1078019.1484139173,425743.41326347523,31.00602061886238,16.917945296864577,0.5829712885828158,
10,score_parque,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
10,score_parque,std_median_ohe,KNeighbors,sqrt,883062.0662930626,385436.07465728844,26.641689778654943,15.783521809369953,0.7201692321012931,
10,score_parque,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
10,score_parque,std_median_ohe,RandomForest,yeojohnson,840874.265195646,377986.9710635445,27.38379172591761,16.554436421856067,0.7462680668814391,
10,score_parque,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
10,score_parque,std_median_ohe,MLP,yeojohnson,,,,,,timeout
10,score_parque,std_median_ohe,RandomForest,sqrt,844079.5700576658,378452.1489434992,27.419913701680898,16.550728570667374,0.744329992884508,
10,score_parque,std_median_ohe,Linear,yeojohnson,1298493.7659892032,733554.0474942925,72.17043770092637,48.77990645068674,0.39494794017342816,
10,score_parque,std_median_ohe,KNeighbors,none,991915.7668413094,430373.68929878704,29.685991312010295,17.09504118777065,0.6469285565776501,
10,score_parque,std_median_ohe,DecisionTree,log,1024982.0911804623,374382.8187184723,25.028003455592103,11.186440677966102,0.6229963450936165,
10,score_parque,minmax_mean_ohe,KNeighbors,yeojohnson,984226.6680962872,364080.0798392306,25.084789364743305,14.207650273224044,0.6523811948587764,
10,score_parque,raw_zero_ord,MLP,none,,,,,,timeout
10,score_parque,std_median_ohe,GradientBoosting,sqrt,877633.0214101942,396937.7902908796,29.8051541524077,19.66815255412764,0.7235994411679727,
10,score_parque,std_median_ohe,RandomForest,log,837299.4027567356,377740.18027102906,27.307940874027302,16.556226972152285,0.7484208944338462,
10,score_parque,std_median_ohe,GradientBoosting,yeojohnson,877654.3917275133,397072.8184977989,29.813188145119852,19.673191316587037,0.7235859803263225,
10,score_parque,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
10,score_parque,std_median_ohe,GradientBoosting,yeojohnson,877654.3917275133,397072.8184977989,29.813188145119852,19.673191316587037,0.7235859803263225,
10,score_parque,raw_zero_ord,KNeighbors,log,890842.1800556966,383260.2181439748,26.34065487830503,15.432440550688362,0.7152166791610866,
10,score_parque,std_median_ohe,MLP,none,,,,,,timeout
10,score_parque,raw_zero_ord,MLP,log,,,,,,timeout
10,score_parque,std_median_ohe,DecisionTree,yeojohnson,1019883.7115884154,374790.5060649193,25.155587069178466,11.11111111111111,0.6267375369906856,
10,score_parque,std_median_ohe,Linear,none,1388417.7445328576,743381.1738245501,62.53556973100645,46.52744569165731,0.3082433912787701,
10,score_parque,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
10,score_parque,std_median_ohe,Linear,yeojohnson,1298493.7659892032,733554.0474942925,72.17043770092637,48.77990645068674,0.39494794017342816,
10,score_parque,std_median_ohe,MLP,log,,,,,,timeout
10,score_parque,std_median_ohe,KNeighbors,yeojohnson,892791.8836662521,382762.30025120225,26.01277524701376,15.127413127413128,0.7139687573949206,
10,score_parque,std_median_ohe,MLP,yeojohnson,,,,,,timeout
10,score_parque,std_median_ohe,DecisionTree,yeojohnson,1019883.7115884154,374790.5060649193,25.155587069178466,11.11111111111111,0.6267375369906856,
10,score_parque,std_median_ohe,RandomForest,yeojohnson,840874.2651956459,377986.9710635445,27.38379172591761,16.554436421856067,0.7462680668814392,
10,score_parque,std_median_ohe,DecisionTree,none,1065983.3386519575,374982.378493541,25.165980772241745,11.190903650508677,0.5922313444184266,
10,score_parque,std_median_ohe,Linear,log,1292204.0338569586,724333.3595160458,69.98522270914674,47.211558001866784,0.40079532817469243,
10,score_parque,raw_zero_ord,KNeighbors,yeojohnson,892791.8836662521,382762.30025120225,26.01277524701376,15.127413127413128,0.7139687573949206,
10,score_parque,std_median_ohe,DecisionTree,sqrt,1058603.9986037915,375194.31437304703,25.291457322164263,11.11111111111111,0.5978574142474073,
11,score_seguranca,raw_zero_ord,MLP,none,,,,,,timeout
11,score_seguranca,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
11,score_seguranca,std_median_ohe,MLP,yeojohnson,,,,,,timeout
11,score_seguranca,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
11,score_seguranca,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
11,score_seguranca,raw_zero_ord,KNeighbors,none,1094814.9226117611,422999.5088351396,29.65766552713071,16.56342019543974,0.5698752605559004,
11,score_seguranca,std_median_ohe,DecisionTree,yeojohnson,1111811.8145891624,376303.1285300942,25.363606353869557,11.03425559947299,0.5564163038437724,
11,score_seguranca,std_median_ohe,KNeighbors,yeojohnson,1008495.9060435774,377146.7479939711,25.861997895145116,14.6125,0.6350265397915591,
11,score_seguranca,std_median_ohe,GradientBoosting,log,857781.709602671,392416.703338185,29.684703209745102,19.308937499530863,0.735961918163818,
11,score_seguranca,std_median_ohe,Linear,sqrt,1343251.1320234563,734756.4190299441,65.36136367042351,47.16947361766384,0.35251839232979065,
11,score_seguranca,std_median_ohe,KNeighbors,sqrt,872562.3579848325,376250.6410392593,25.998241428139764,15.310192307692308,0.7267841103353585,
11,score_seguranca,std_median_ohe,MLP,sqrt,,,,,,timeout
11,score_seguranca,std_median_ohe,DecisionTree,sqrt,1121568.876113538,375269.28948755126,25.143367231307227,11.054400000000001,0.5485965189549094,
11,score_seguranca,raw_zero_ord,MLP,log,,,,,,timeout
11,score_seguranca,std_median_ohe,KNeighbors,yeojohnson,1008495.9060435774,377146.7479939711,25.861997895145116,14.6125,0.6350265397915591,
11,score_seguranca,std_median_ohe,RandomForest,yeojohnson,822619.3853552201,373726.7505705703,27.116215100364492,16.5505766596363,0.7571652219757212,
11,score_seguranca,std_median_ohe,DecisionTree,none,1139224.8712231752,377317.97355487547,25.225985961615454,11.043295823002094,0.5342724583730054,
11,score_seguranca,std_median_ohe,KNeighbors,none,1094814.9226117611,422999.5088351396,29.65766552713071,16.56342019543974,0.5698752605559004,
11,score_seguranca,std_median_ohe,GradientBoosting,yeojohnson,857872.7339010385,392664.5112713906,29.712742035834598,19.310320257545328,0.7359058779007507,
11,score_seguranca,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
11,score_seguranca,minmax_mean_ohe,KNeighbors,sqrt,918342.9217443723,399685.7636402784,27.81530666985762,16.056597774244832,0.6973624783338677,
11,score_seguranca,raw_zero_ord,KNeighbors,log,1008912.4813721644,376783.01233043853,26.159991608011797,14.859887910328261,0.6347249612938068,
11,score_seguranca,raw_zero_ord,KNeighbors,yeojohnson,1008495.9060435774,377146.7479939711,25.861997895145116,14.6125,0.6350265397915591,
11,score_seguranca,std_median_ohe,MLP,log,,,,,,timeout
11,score_seguranca,std_median_ohe,MLP,yeojohnson,,,,,,timeout
11,score_seguranca,std_median_ohe,DecisionTree,log,1059181.180039291,371567.2269411803,24.898946499899292,11.100874153233919,0.597418775225542,
11,score_seguranca,std_median_ohe,RandomForest,none,827651.0584869753,373993.28563273686,27.21855527661221,16.565363272604642,0.7541854670379045,
11,score_seguranca,minmax_mean_ohe,MLP,none,,,,,,timeout
11,score_seguranca,std_median_ohe,DecisionTree,yeojohnson,1111811.8145891624,376303.1285300942,25.363606353869557,11.03425559947299,0.5564163038437724,
11,score_seguranca,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
11,score_seguranca,std_median_ohe,MLP,none,,,,,,timeout
11,score_seguranca,std_median_ohe,Linear,log,1291837.6370492356,724585.9197251032,70.05792686411641,47.25226891308333,0.40113508187859226,
11,score_seguranca,std_median_ohe,GradientBoosting,yeojohnson,857872.7339010385,392664.5112713906,29.712742035834598,19.310320257545328,0.7359058779007507,
11,score_seguranca,raw_zero_ord,KNeighbors,yeojohnson,1008495.9060435774,377146.7479939711,25.861997895145116,14.6125,0.6350265397915591,
11,score_seguranca,raw_zero_ord,MLP,sqrt,,,,,,timeout
11,score_seguranca,std_median_ohe,RandomForest,sqrt,845426.1011814979,374692.23675898154,27.541987352056957,16.55604417809256,0.743513619088991,
11,score_seguranca,minmax_mean_ohe,KNeighbors,none,953180.4682371096,418639.664881935,29.667432247086147,16.63701067615658,0.6739657126088483,
11,score_seguranca,std_median_ohe,Linear,yeojohnson,1297980.2544577224,733995.8004140825,72.29932845666825,48.78375236946518,0.3954264018833791,
11,score_seguranca,minmax_mean_ohe,KNeighbors,log,1099303.3362159356,373094.67576257803,26.821726348170895,14.716648579467162,0.5663412657452975,
11,score_seguranca,std_median_ohe,Linear,none,1386991.2239239851,743703.5799929964,62.72502194302534,46.80948063916609,0.30966414251792673,
11,score_seguranca,minmax_mean_ohe,MLP,log,,,,,,timeout
11,score_seguranca,std_median_ohe,RandomForest,yeojohnson,822619.3853552201,373726.7505705703,27.116215100364492,16.5505766596363,0.7571652219757212,
11,score_seguranca,std_median_ohe,Linear,yeojohnson,1297980.2544577224,733995.8004140825,72.29932845666825,48.78375236946518,0.3954264018833791,
11,score_seguranca,std_median_ohe,RandomForest,log,827125.8844090254,374057.9465731478,27.224543801385842,16.565363272604642,0.7544973242186577,
11,score_seguranca,std_median_ohe,KNeighbors,log,1008912.4813721644,376783.01233043853,26.159991608011797,14.859887910328261,0.6347249612938068,
11,score_seguranca,minmax_mean_ohe,KNeighbors,yeojohnson,843172.3407821145,358521.3456972655,23.970151942822923,14.288304347826086,0.7448792933798583,
11,score_seguranca,std_median_ohe,GradientBoosting,none,858026.8977469533,392982.48986973247,29.63736357259971,19.263742432451274,0.7358109514106859,
11,score_seguranca,minmax_mean_ohe,KNeighbors,yeojohnson,843172.3407821145,358521.3456972655,23.970151942822923,14.288304347826086,0.7448792933798583,
11,score_seguranca,raw_zero_ord,KNeighbors,sqrt,872562.3579848325,376250.6410392593,25.998241428139764,15.310192307692308,0.7267841103353585,
11,score_seguranca,std_median_ohe,GradientBoosting,sqrt,859357.3486424154,392593.12646497093,29.6847298717123,19.308910601466483,0.7349910165889002,
12,score_educacao,minmax_mean_ohe,KNeighbors,log,980594.2243770603,368040.73484533123,25.480167777203395,14.638532230665197,0.6549423439902561,
12,score_educacao,std_median_ohe,MLP,log,,,,,,timeout
12,score_educacao,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
12,score_educacao,std_median_ohe,MLP,sqrt,,,,,,timeout
12,score_educacao,minmax_mean_ohe,KNeighbors,none,951474.1135025494,418314.62890978256,29.748249723331078,16.61168290673347,0.6751319811293837,
12,score_educacao,raw_zero_ord,KNeighbors,sqrt,871608.7204217528,375618.46070480155,25.93348544219684,15.247311827956988,0.7273809881487352,
12,score_educacao,raw_zero_ord,KNeighbors,log,1004992.8444550775,375167.20034450584,26.062589237030508,14.76005547850208,0.6375576437689241,
12,score_educacao,std_median_ohe,RandomForest,none,858048.5591423551,375514.6502246431,27.773772022092363,16.554442940431475,0.7357976120254197,
12,score_educacao,std_median_ohe,DecisionTree,yeojohnson,1124073.438649274,377419.72818040993,25.30630686747507,11.11111111111111,0.5465782201224523,
12,score_educacao,raw_zero_ord,KNeighbors,yeojohnson,873916.0551274011,371458.0746142252,25.004412558931264,14.568888888888889,0.7259357160390769,
12,score_educacao,raw_zero_ord,KNeighbors,yeojohnson,873916.0551274011,371458.0746142252,25.004412558931264,14.568888888888889,0.7259357160390769,
12,score_educacao,std_median_ohe,GradientBoosting,yeojohnson,1042517.5488928063,397164.1128954251,30.883952155206373,19.439323743466446,0.6099863972683762,
12,score_educacao,minmax_mean_ohe,MLP,none,,,,,,timeout
12,score_educacao,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
12,score_educacao,std_median_ohe,Linear,none,1386991.2239239851,743703.5799929964,62.72502194302535,46.80948063916608,0.30966414251792673,
12,score_educacao,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
12,score_educacao,raw_zero_ord,MLP,sqrt,,,,,,timeout
12,score_educacao,std_median_ohe,MLP,yeojohnson,,,,,,timeout
12,score_educacao,minmax_mean_ohe,MLP,log,,,,,,timeout
12,score_educacao,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
12,score_educacao,std_median_ohe,Linear,yeojohnson,1298030.5391819389,734046.904644343,72.24321403858958,48.72560178929516,0.39537955771079536,
12,score_educacao,std_median_ohe,GradientBoosting,log,1042061.8368057691,397164.7477098289,30.886592901615618,19.43612709378487,0.6103272933366628,
12,score_educacao,std_median_ohe,Linear,yeojohnson,1298030.5391819389,734046.904644343,72.24321403858958,48.72560178929516,0.39537955771079536,
12,score_educacao,std_median_ohe,KNeighbors,yeojohnson,873916.0551274011,371458.0746142252,25.004412558931264,14.568888888888889,0.7259357160390769,
12,score_educacao,std_median_ohe,DecisionTree,log,1056968.8902768514,371549.36517317843,25.06798865164625,10.861865407319952,0.5990987450409472,
12,score_educacao,std_median_ohe,KNeighbors,log,1004992.8444550775,375167.20034450584,26.062589237030508,14.76005547850208,0.6375576437689241,
12,score_educacao,std_median_ohe,MLP,none,,,,,,timeout
12,score_educacao,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
12,score_educacao,std_median_ohe,Linear,log,1290747.792749869,723645.8296272178,69.68115983617648,47.11677218280613,0.40214510696184513,
12,score_educacao,raw_zero_ord,MLP,none,,,,,,timeout
12,score_educacao,std_median_ohe,Linear,sqrt,1341228.5718459978,733711.181124581,65.39552493768976,47.16025863403373,0.3544667764566526,
12,score_educacao,std_median_ohe,DecisionTree,sqrt,1121391.5535493346,376864.64582539623,25.29275905559943,11.015978260869565,0.5487392434845995,
12,score_educacao,std_median_ohe,GradientBoosting,sqrt,905174.8071031584,394788.75057699,29.967431781369147,19.579839662257935,0.7059792898789157,
12,score_educacao,raw_zero_ord,KNeighbors,none,1097381.1876487806,423968.58643508214,29.654600681480993,16.50270542635658,0.5678564576748343,
12,score_educacao,minmax_mean_ohe,KNeighbors,yeojohnson,845102.0109172009,358953.65279552137,23.99674941898938,14.305843478260865,0.7437102271807352,
12,score_educacao,std_median_ohe,KNeighbors,none,1097381.1876487806,423968.58643508214,29.654600681480993,16.50270542635658,0.5678564576748343,
12,score_educacao,std_median_ohe,GradientBoosting,yeojohnson,1042517.5488928063,397164.1128954251,30.883952155206373,19.439323743466446,0.6099863972683762,
12,score_educacao,std_median_ohe,DecisionTree,yeojohnson,1124073.438649274,377419.72818040993,25.30630686747507,11.11111111111111,0.5465782201224523,
12,score_educacao,std_median_ohe,MLP,yeojohnson,,,,,,timeout
12,score_educacao,minmax_mean_ohe,KNeighbors,sqrt,921880.4163340147,400921.1894638628,27.954542354224515,16.101960784313725,0.6950264434465887,
12,score_educacao,std_median_ohe,RandomForest,sqrt,834834.7322398365,374496.3684767657,27.38030779172826,16.528579203236625,0.7498998086666184,
12,score_educacao,std_median_ohe,RandomForest,yeojohnson,848197.5526264184,374950.08946192707,27.609627665221858,16.554442940431475,0.7418292502793851,
12,score_educacao,std_median_ohe,DecisionTree,none,1075124.8962563311,376551.2710977975,25.18656919280199,11.11111111111111,0.585207549411525,
12,score_educacao,std_median_ohe,KNeighbors,sqrt,871608.7204217528,375618.46070480155,25.93348544219684,15.247311827956988,0.7273809881487352,
12,score_educacao,raw_zero_ord,MLP,log,,,,,,timeout
12,score_educacao,std_median_ohe,GradientBoosting,none,1039875.1516669589,397462.25394677115,30.8968862664371,19.634165150020525,0.6119609727651669,
12,score_educacao,std_median_ohe,RandomForest,log,856842.1448513007,375165.1241873285,27.717279492270002,16.546513748267618,0.736540025636094,
12,score_educacao,std_median_ohe,RandomForest,yeojohnson,848197.5526264184,374950.08946192707,27.609627665221858,16.55444294043149,0.7418292502793851,
12,score_educacao,std_median_ohe,KNeighbors,yeojohnson,873916.0551274011,371458.0746142252,25.004412558931264,14.568888888888889,0.7259357160390769,
12,score_educacao,minmax_mean_ohe,KNeighbors,yeojohnson,845102.0109172009,358953.65279552137,23.99674941898938,14.305843478260865,0.7437102271807352,
13,metro_quadrado_bairro_mean,std_median_ohe,DecisionTree,none,995084.8903084968,362764.75243025715,24.258033256339136,11.228070175438596,0.6446688597494592,
13,metro_quadrado_bairro_mean,raw_zero_ord,KNeighbors,none,952329.5812041205,408408.7843967559,27.82370491673451,16.247667042591214,0.6745475426683398,
13,metro_quadrado_bairro_mean,std_median_ohe,KNeighbors,none,952329.5812041205,408408.7843967559,27.82370491673451,16.247667042591214,0.6745475426683398,
13,metro_quadrado_bairro_mean,raw_zero_ord,KNeighbors,log,837939.6064417623,356191.615215675,23.87776729023768,14.220314735336196,0.7480360298458135,
13,metro_quadrado_bairro_mean,std_median_ohe,RandomForest,sqrt,797538.0579092228,353721.5348352843,24.931463917947923,15.30124847836756,0.7717473445447158,
13,metro_quadrado_bairro_mean,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,MLP,log,,,,,,timeout
13,metro_quadrado_bairro_mean,minmax_mean_ohe,MLP,none,,,,,,timeout
13,metro_quadrado_bairro_mean,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
13,metro_quadrado_bairro_mean,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,Linear,yeojohnson,1230474.145799637,692369.7853533681,71.88433464391308,44.960467656212515,0.4566771229446692,
13,metro_quadrado_bairro_mean,raw_zero_ord,KNeighbors,yeojohnson,838648.4712155154,358695.8892557238,23.95157015538447,14.22101281269066,0.7476095458146379,
13,metro_quadrado_bairro_mean,std_median_ohe,RandomForest,none,795853.8800828977,353101.1711192543,24.784073801784416,15.3205792226215,0.7727103385121445,
13,metro_quadrado_bairro_mean,std_median_ohe,GradientBoosting,yeojohnson,793026.8431637209,374328.02884028316,26.976869088839116,18.288994967642886,0.7743222299266874,
13,metro_quadrado_bairro_mean,raw_zero_ord,KNeighbors,sqrt,848249.0183781587,365118.6866862844,24.998225495111782,14.86146095717884,0.7417979194773233,
13,metro_quadrado_bairro_mean,std_median_ohe,MLP,none,,,,,,timeout
13,metro_quadrado_bairro_mean,minmax_mean_ohe,KNeighbors,sqrt,918960.9954665757,400058.733438599,27.975022379951948,16.054363376251786,0.6969549720720785,
13,metro_quadrado_bairro_mean,minmax_mean_ohe,KNeighbors,yeojohnson,977817.5753969662,361196.28281059355,24.940669234260177,14.332289100923868,0.6568937067089342,
13,metro_quadrado_bairro_mean,std_median_ohe,RandomForest,log,795636.963385603,353048.45402488613,24.77989207798594,15.310862105630333,0.7728342210613635,
13,metro_quadrado_bairro_mean,std_median_ohe,KNeighbors,yeojohnson,838648.4712155154,358695.8892557238,23.95157015538447,14.22101281269066,0.7476095458146379,
13,metro_quadrado_bairro_mean,std_median_ohe,MLP,yeojohnson,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,GradientBoosting,sqrt,814863.2904061377,375156.47478572174,27.317338357699327,18.248688530017517,0.7617227866144209,
13,metro_quadrado_bairro_mean,std_median_ohe,MLP,sqrt,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,RandomForest,yeojohnson,799544.9353703945,353291.1435574792,24.846319738078133,15.315461328176113,0.7705971763699071,
13,metro_quadrado_bairro_mean,minmax_mean_ohe,KNeighbors,yeojohnson,977817.5753969662,361196.28281059355,24.940669234260177,14.332289100923868,0.6568937067089342,
13,metro_quadrado_bairro_mean,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,Linear,none,1327038.663691374,716858.0926377615,63.74032010311764,45.00834768759981,0.36805372447210394,
13,metro_quadrado_bairro_mean,std_median_ohe,DecisionTree,sqrt,983751.4789952248,361375.94855277473,24.10900540508833,11.182259549503254,0.6527167777014835,
13,metro_quadrado_bairro_mean,std_median_ohe,GradientBoosting,log,792901.6620252944,374572.4351313577,27.01144259321775,18.287508974629834,0.7743934718290448,
13,metro_quadrado_bairro_mean,std_median_ohe,KNeighbors,yeojohnson,838648.4712155154,358695.8892557238,23.95157015538447,14.22101281269066,0.7476095458146379,
13,metro_quadrado_bairro_mean,raw_zero_ord,MLP,log,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,DecisionTree,yeojohnson,1004129.1343104072,362704.2855704033,24.206674073361395,11.222222222222221,0.6381803559069453,
13,metro_quadrado_bairro_mean,std_median_ohe,DecisionTree,log,970224.2645659029,363221.1294695788,24.46227023806559,11.257835374359782,0.662201847877897,
13,metro_quadrado_bairro_mean,raw_zero_ord,MLP,sqrt,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,RandomForest,yeojohnson,799544.9353703945,353291.1435574792,24.846319738078133,15.315461328176113,0.7705971763699071,
13,metro_quadrado_bairro_mean,minmax_mean_ohe,MLP,log,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,Linear,log,1228442.4134478471,683210.197044922,69.5577741951088,43.87139838635848,0.4584698876502532,
13,metro_quadrado_bairro_mean,raw_zero_ord,KNeighbors,yeojohnson,838648.4712155154,358695.8892557238,23.95157015538447,14.22101281269066,0.7476095458146379,
13,metro_quadrado_bairro_mean,std_median_ohe,KNeighbors,sqrt,848249.0183781587,365118.6866862844,24.998225495111782,14.86146095717884,0.7417979194773233,
13,metro_quadrado_bairro_mean,std_median_ohe,Linear,sqrt,1278432.0578680972,694915.8102810391,64.55230255498398,42.94105147489516,0.4134996025151808,
13,metro_quadrado_bairro_mean,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
13,metro_quadrado_bairro_mean,minmax_mean_ohe,KNeighbors,none,949642.6456353685,417564.6325270939,29.733512374403265,16.65163571884098,0.6763814375113725,
13,metro_quadrado_bairro_mean,std_median_ohe,Linear,yeojohnson,1230474.145799637,692369.7853533681,71.88433464391308,44.960467656212515,0.4566771229446692,
13,metro_quadrado_bairro_mean,raw_zero_ord,MLP,none,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,MLP,yeojohnson,,,,,,timeout
13,metro_quadrado_bairro_mean,std_median_ohe,KNeighbors,log,837939.6064417623,356191.615215675,23.87776729023768,14.220314735336196,0.7480360298458135,
13,metro_quadrado_bairro_mean,std_median_ohe,DecisionTree,yeojohnson,1004129.1343104072,362704.2855704033,24.206674073361395,11.222222222222221,0.6381803559069453,
13,metro_quadrado_bairro_mean,minmax_mean_ohe,KNeighbors,log,833264.2788129367,359230.4336754468,24.17308198838511,14.661432506887051,0.7508398780147969,
13,metro_quadrado_bairro_mean,std_median_ohe,GradientBoosting,yeojohnson,793026.8431637209,374328.02884028316,26.976869088839116,18.288994967642886,0.7743222299266874,
13,metro_quadrado_bairro_mean,std_median_ohe,GradientBoosting,none,806536.6153415858,376459.08732706815,27.155776988852708,18.382357708267133,0.7665675744903031,
14,metro_quadrado_bairro_median,raw_zero_ord,KNeighbors,sqrt,846178.4951105495,364231.75901815837,24.885577549421168,14.859169696969698,0.743056891606489,
14,metro_quadrado_bairro_median,std_median_ohe,RandomForest,log,795897.8266753502,351173.93866724713,24.75798001153623,15.219452296085468,0.7726852362109444,
14,metro_quadrado_bairro_median,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
14,metro_quadrado_bairro_median,std_median_ohe,MLP,yeojohnson,,,,,,timeout
14,metro_quadrado_bairro_median,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
14,metro_quadrado_bairro_median,raw_zero_ord,MLP,sqrt,,,,,,timeout
14,metro_quadrado_bairro_median,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
14,metro_quadrado_bairro_median,std_median_ohe,GradientBoosting,none,796891.7918594606,374099.8643663942,26.7914679522899,18.317294596710088,0.7721171129190891,
14,metro_quadrado_bairro_median,std_median_ohe,RandomForest,yeojohnson,791734.2582007269,350876.39942839043,24.67211067852329,15.24065867618883,0.7750573121292537,
14,metro_quadrado_bairro_median,std_median_ohe,GradientBoosting,yeojohnson,796499.0392187664,374062.36653376534,26.775442990299048,18.32275062352834,0.7723416843123374,
