n_features,ultima_feature,tratamento,modelo,transform,rmse,mae,mape,mdape,r2,status
1,metragem,std_median_ohe,DecisionTree,yeojohnson,1264325.392556336,650546.2731800056,49.38762486885442,34.18561856462271,0.42637149204844726,
1,metragem,minmax_mean_ohe,KNeighbors,none,1304608.4764189348,680131.814340056,50.72270275161481,33.63362204154503,0.38923604632936015,
1,metragem,minmax_mean_ohe,KNeighbors,yeojohnson,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,minmax_mean_ohe,KNeighbors,log,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,std_median_ohe,RandomForest,log,1215509.856967882,647663.8633038567,49.477634729375126,34.213149043080975,0.46981189983956906,
1,metragem,std_median_ohe,KNeighbors,boxcox,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,minmax_mean_ohe,KNeighbors,boxcox,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,std_median_ohe,RandomForest,boxcox,1215509.856967882,647663.8633038567,49.477634729375126,34.21314904308096,0.46981189983956906,
1,metragem,std_median_ohe,GradientBoosting,none,1238592.4118284183,655133.7873354519,50.308595209200035,35.1482163774106,0.44948413915158514,
1,metragem,std_median_ohe,GradientBoosting,yeojohnson,1230620.6634236716,653893.4431554233,50.271367272990894,35.14132087279463,0.45654772385598286,
1,metragem,std_median_ohe,GradientBoosting,sqrt,1230620.6634236716,653893.4431554233,50.271367272990894,35.14132087279463,0.45654772385598286,
1,metragem,std_median_ohe,GradientBoosting,boxcox,1230620.6634236716,653893.4431554233,50.271367272990894,35.14132087279463,0.45654772385598286,
1,metragem,std_median_ohe,KNeighbors,log,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,raw_zero_ord,KNeighbors,yeojohnson,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,raw_zero_ord,KNeighbors,log,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,std_median_ohe,Linear,log,1367488.8085592822,777322.7474278879,75.48363765851084,50.257312941897204,0.3289412130426689,
1,metragem,std_median_ohe,KNeighbors,none,1304731.4476507178,680681.2886528386,50.727570082486814,33.65263482280431,0.3891209007714397,
1,metragem,std_median_ohe,Linear,sqrt,1529840.3114618375,841932.1182502432,85.39144730811682,60.13386681156199,0.16014326980153826,
1,metragem,minmax_mean_ohe,KNeighbors,sqrt,1301147.9729074133,679668.8964759923,50.67593098899865,33.65201433691757,0.39247187949136186,
1,metragem,minmax_mean_ohe,MLP,log,,,,,,timeout
1,metragem,minmax_mean_ohe,MLP,none,,,,,,timeout
1,metragem,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
1,metragem,raw_zero_ord,MLP,none,,,,,,timeout
1,metragem,std_median_ohe,RandomForest,sqrt,1215493.9146648906,647652.7805560466,49.47739364028648,34.213149043080975,0.4698258073597046,
1,metragem,raw_zero_ord,KNeighbors,boxcox,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,std_median_ohe,Linear,boxcox,1376807.4931500296,798869.658243995,81.19442300223216,51.99373541956353,0.3197642576926317,
1,metragem,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
1,metragem,std_median_ohe,KNeighbors,sqrt,1301147.9729074133,679668.8964759923,50.67593098899865,33.65201433691757,0.39247187949136186,
1,metragem,raw_zero_ord,MLP,log,,,,,,timeout
1,metragem,raw_zero_ord,KNeighbors,sqrt,1301147.9729074133,679668.8964759923,50.67593098899865,33.65201433691757,0.39247187949136186,
1,metragem,std_median_ohe,MLP,none,,,,,,timeout
1,metragem,std_median_ohe,DecisionTree,none,1287870.8743352632,653005.3989964128,49.46125618711088,34.18561856462271,0.40480722724407114,
1,metragem,std_median_ohe,MLP,boxcox,,,,,,timeout
1,metragem,std_median_ohe,MLP,log,,,,,,timeout
1,metragem,std_median_ohe,DecisionTree,log,1264325.392556336,650546.2731800056,49.38762486885442,34.18561856462271,0.42637149204844726,
1,metragem,std_median_ohe,RandomForest,none,1218200.238185171,648119.9088330282,49.486570002260265,34.213149043080975,0.46746229043515,
1,metragem,minmax_mean_ohe,MLP,boxcox,,,,,,timeout
1,metragem,raw_zero_ord,MLP,sqrt,,,,,,timeout
1,metragem,std_median_ohe,RandomForest,yeojohnson,1215509.856967882,647663.8633038567,49.477634729375126,34.213149043080975,0.46981189983956906,
1,metragem,std_median_ohe,DecisionTree,boxcox,1264325.392556336,650546.2731800056,49.38762486885442,34.18561856462271,0.42637149204844726,
1,metragem,std_median_ohe,GradientBoosting,log,1230620.6634236716,653893.4431554233,50.271367272990894,35.14132087279463,0.45654772385598286,
1,metragem,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
1,metragem,std_median_ohe,MLP,yeojohnson,,,,,,timeout
1,metragem,raw_zero_ord,MLP,boxcox,,,,,,timeout
1,metragem,std_median_ohe,KNeighbors,yeojohnson,1301146.9953467397,679664.2936194646,50.675828838590576,33.65201433691757,0.39247279237043176,
1,metragem,std_median_ohe,MLP,sqrt,,,,,,timeout
1,metragem,std_median_ohe,Linear,none,1652941.4256070468,1003807.2499134595,116.47305885804937,68.14816930408787,0.019544394414803157,
1,metragem,std_median_ohe,Linear,yeojohnson,1375945.3675438524,798321.2011010823,81.05141849964176,51.913371914476656,0.3206158873419164,
1,metragem,std_median_ohe,DecisionTree,sqrt,1264325.392556336,650546.2731800056,49.38762486885442,34.18561856462271,0.42637149204844726,
1,metragem,raw_zero_ord,KNeighbors,none,1304731.4476507178,680681.2886528386,50.727570082486814,33.65263482280431,0.3891209007714397,
2,quartos,std_median_ohe,RandomForest,none,1129332.2346611898,609566.9776561034,46.44751844053776,31.62996705323614,0.5423257750350843,
2,quartos,std_median_ohe,MLP,sqrt,,,,,,timeout
2,quartos,std_median_ohe,MLP,none,,,,,,timeout
2,quartos,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
2,quartos,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
2,quartos,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
2,quartos,std_median_ohe,Linear,yeojohnson,1376010.6858294108,791513.7547712344,79.43443399072319,50.758662450613954,0.32055138295122565,
2,quartos,minmax_mean_ohe,KNeighbors,yeojohnson,1216289.0450395104,633700.9743917319,46.820693300667585,31.28663893940123,0.4691319404750087,
2,quartos,std_median_ohe,KNeighbors,yeojohnson,1223660.0604748707,636480.1248833704,47.10679745948869,31.621870049609836,0.4626780573841168,
2,quartos,std_median_ohe,GradientBoosting,log,1145192.0246724526,622527.0141798008,47.704490059252116,33.29017288443784,0.5293808061183202,
2,quartos,std_median_ohe,GradientBoosting,yeojohnson,1144589.209266708,622429.1145336307,47.70100613086877,33.29017288443784,0.5298761323640075,
2,quartos,std_median_ohe,RandomForest,sqrt,1128589.6098834756,609243.6405702755,46.41297840168632,31.627966273143436,0.5429274907395727,
2,quartos,std_median_ohe,GradientBoosting,sqrt,1145211.9380453695,622565.1368599307,47.70531863304325,33.29017288443784,0.5293644390867871,
2,quartos,minmax_mean_ohe,KNeighbors,none,1217008.4888265312,632719.5892341922,46.69892664491249,31.054857419043014,0.4685037301235099,
2,quartos,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
2,quartos,minmax_mean_ohe,MLP,none,,,,,,timeout
2,quartos,raw_zero_ord,MLP,log,,,,,,timeout
2,quartos,std_median_ohe,Linear,none,1578548.2821908537,918671.9956768844,93.89192968515617,65.81767114446005,0.10581218844726048,
2,quartos,std_median_ohe,RandomForest,yeojohnson,1128399.446657219,609355.9566126355,46.40577641576794,31.629967053236175,0.5430815078588482,
2,quartos,std_median_ohe,MLP,log,,,,,,timeout
2,quartos,std_median_ohe,KNeighbors,yeojohnson,1223660.0604748707,636480.1248833704,47.10679745948869,31.621870049609836,0.4626780573841168,
2,quartos,minmax_mean_ohe,MLP,log,,,,,,timeout
2,quartos,minmax_mean_ohe,KNeighbors,yeojohnson,1216289.0450395104,633700.9743917319,46.820693300667585,31.28663893940123,0.4691319404750087,
2,quartos,raw_zero_ord,KNeighbors,sqrt,1202661.1802239725,626349.3483097681,46.38760217231012,30.93583793682399,0.4809614776859663,
2,quartos,std_median_ohe,DecisionTree,log,1203939.9447083743,609560.5402735317,46.2313429434157,31.35326213498822,0.4798571252659194,
2,quartos,std_median_ohe,DecisionTree,yeojohnson,1204550.051114297,609826.7471205855,46.236476601121275,31.371282612661915,0.4793298183861733,
2,quartos,std_median_ohe,DecisionTree,sqrt,1206801.2203035934,609976.9545418157,46.27483518458546,31.35326213498822,0.4773818512643999,
2,quartos,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
2,quartos,std_median_ohe,GradientBoosting,none,1143681.7704762002,622400.4569502985,47.70147060080108,33.29017288443784,0.5306212722292866,
2,quartos,raw_zero_ord,MLP,sqrt,,,,,,timeout
2,quartos,raw_zero_ord,KNeighbors,yeojohnson,1223660.0604748707,636480.1248833704,47.10679745948869,31.621870049609836,0.4626780573841168,
2,quartos,std_median_ohe,RandomForest,log,1128242.3036539822,609232.9733733712,46.404502216139534,31.628101865046414,0.5432087616335532,
2,quartos,minmax_mean_ohe,KNeighbors,log,1215122.2901503597,632025.1514820928,46.40478494721376,30.85150684931507,0.47014994819711275,
2,quartos,std_median_ohe,DecisionTree,none,1201614.357422793,608842.1194492147,46.25553361857843,31.35326213498822,0.4818646495861344,
2,quartos,raw_zero_ord,KNeighbors,none,1219655.2230492572,636131.9292614656,47.431490705886596,31.598261693872796,0.4661894339653121,
2,quartos,std_median_ohe,MLP,yeojohnson,,,,,,timeout
2,quartos,std_median_ohe,KNeighbors,log,1219599.4947209419,635495.9025335534,47.11680229828528,31.484956895545313,0.46623821445719305,
2,quartos,std_median_ohe,GradientBoosting,yeojohnson,1144589.209266708,622429.1145336307,47.70100613086877,33.29017288443784,0.5298761323640075,
2,quartos,std_median_ohe,RandomForest,yeojohnson,1128399.446657219,609355.9566126355,46.405776415767946,31.62996705323615,0.5430815078588482,
2,quartos,std_median_ohe,DecisionTree,yeojohnson,1204550.051114297,609826.7471205855,46.236476601121275,31.371282612661915,0.4793298183861733,
2,quartos,std_median_ohe,Linear,yeojohnson,1376010.6858294108,791513.7547712344,79.43443399072319,50.758662450613954,0.32055138295122565,
2,quartos,std_median_ohe,Linear,log,1367720.1278123604,770769.9252706504,73.8051919608475,49.39698693361908,0.3287141662904619,
2,quartos,raw_zero_ord,MLP,none,,,,,,timeout
2,quartos,std_median_ohe,KNeighbors,none,1219655.2230492572,636131.9292614656,47.431490705886596,31.598261693872796,0.4661894339653121,
2,quartos,raw_zero_ord,KNeighbors,log,1219599.4947209419,635495.9025335534,47.11680229828528,31.484956895545313,0.46623821445719305,
2,quartos,std_median_ohe,KNeighbors,sqrt,1202661.1802239725,626349.3483097681,46.38760217231012,30.93583793682399,0.4809614776859663,
2,quartos,minmax_mean_ohe,KNeighbors,sqrt,1213893.029361737,630885.6914950117,46.40424356837058,31.199885714285713,0.471221436139746,
2,quartos,std_median_ohe,MLP,yeojohnson,,,,,,timeout
2,quartos,std_median_ohe,Linear,sqrt,1493376.891330936,823223.2431680437,77.18168178811666,54.61360347856877,0.19970176452086985,
2,quartos,raw_zero_ord,KNeighbors,yeojohnson,1223660.0604748707,636480.1248833704,47.10679745948869,31.621870049609836,0.4626780573841168,
3,banheiros,std_median_ohe,Linear,sqrt,1410387.1808979108,760439.5295024399,64.10462910513928,45.47541969042953,0.2861783598447285,
3,banheiros,std_median_ohe,MLP,yeojohnson,,,,,,timeout
3,banheiros,std_median_ohe,MLP,none,,,,,,timeout
3,banheiros,std_median_ohe,MLP,yeojohnson,,,,,,timeout
3,banheiros,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
3,banheiros,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
3,banheiros,std_median_ohe,MLP,sqrt,,,,,,timeout
3,banheiros,std_median_ohe,DecisionTree,yeojohnson,1277172.4423295956,595081.0200518782,43.909449103679705,28.979475868212468,0.41465476921127575,
3,banheiros,minmax_mean_ohe,KNeighbors,yeojohnson,3295436.053767658,760553.6160625853,74.52500390998172,30.042583517177835,-2.8970751752930215,
3,banheiros,std_median_ohe,GradientBoosting,yeojohnson,1098791.8792103664,584716.4751463268,44.01699943949496,31.349213883599507,0.5667446961616797,
3,banheiros,minmax_mean_ohe,KNeighbors,yeojohnson,3295436.053767658,760553.6160625853,74.52500390998172,30.042583517177835,-2.8970751752930215,
3,banheiros,std_median_ohe,GradientBoosting,yeojohnson,1098791.8792103664,584716.4751463268,44.01699943949496,31.349213883599507,0.5667446961616797,
3,banheiros,std_median_ohe,Linear,yeojohnson,1344397.2483099862,769629.1314026939,73.86168197399017,51.57877012714099,0.3514130058709637,
3,banheiros,std_median_ohe,RandomForest,none,1119018.0613783295,578152.0478205077,43.10634652293143,29.900053663321884,0.5506474625789377,
3,banheiros,std_median_ohe,KNeighbors,yeojohnson,3292436.9334061733,757265.6591114621,74.41456087415597,29.79127407407407,-2.8899850792420696,
3,banheiros,raw_zero_ord,KNeighbors,log,3290915.910260623,757006.1534630015,74.42891089211449,29.762589928057555,-2.886391758692945,
3,banheiros,minmax_mean_ohe,MLP,log,,,,,,timeout
3,banheiros,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
3,banheiros,std_median_ohe,GradientBoosting,sqrt,1098800.6911437856,584726.8960393615,44.01640351553004,31.349213883599507,0.566737747016401,
3,banheiros,minmax_mean_ohe,MLP,none,,,,,,timeout
3,banheiros,std_median_ohe,RandomForest,sqrt,1119526.4805463743,578362.4029744333,43.12045249838324,29.894694805592426,0.5502390485403934,
3,banheiros,std_median_ohe,DecisionTree,log,1277172.4423295956,595081.0200518782,43.909449103679705,28.979475868212468,0.41465476921127575,
3,banheiros,std_median_ohe,Linear,log,1340468.1562405648,757302.6335562203,70.07898613331099,50.32113197096244,0.3551985449200197,
3,banheiros,raw_zero_ord,KNeighbors,none,3308559.6957053607,762168.9413478792,74.97819749477405,30.068999873274453,-2.9281761617150717,
3,banheiros,std_median_ohe,DecisionTree,none,1285140.8913337816,595575.7273230752,43.83226527636278,28.94391926511492,0.4073278898629018,
3,banheiros,raw_zero_ord,MLP,log,,,,,,timeout
3,banheiros,std_median_ohe,GradientBoosting,log,1098800.6911437856,584726.8960393615,44.01640351553004,31.349213883599507,0.566737747016401,
3,banheiros,raw_zero_ord,MLP,none,,,,,,timeout
3,banheiros,std_median_ohe,RandomForest,yeojohnson,1119751.3686808238,578397.206347,43.12054607595008,29.89685098184503,0.5500583363159519,
3,banheiros,raw_zero_ord,MLP,sqrt,,,,,,timeout
3,banheiros,raw_zero_ord,KNeighbors,sqrt,3290993.5828916864,757914.4834708965,74.52300561850265,30.011834319526624,-2.8865752151189468,
3,banheiros,std_median_ohe,DecisionTree,yeojohnson,1277172.4423295956,595081.0200518782,43.909449103679705,28.979475868212468,0.41465476921127575,
3,banheiros,minmax_mean_ohe,KNeighbors,none,3345946.6001015175,767896.0001866074,75.47994012048377,29.936039603960392,-3.01745496363644,
3,banheiros,std_median_ohe,RandomForest,log,1119606.5601290106,578385.4086457025,43.12054155889846,29.89685098184503,0.5501747035551899,
3,banheiros,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
3,banheiros,std_median_ohe,MLP,log,,,,,,timeout
3,banheiros,std_median_ohe,GradientBoosting,none,1098007.7399604088,584519.3498489839,43.989551994772384,31.344969766743723,0.5673628501041517,
3,banheiros,minmax_mean_ohe,KNeighbors,sqrt,3302101.8370919973,760132.3020311492,74.65004716157803,29.903448275862072,-2.9128565957814554,
3,banheiros,std_median_ohe,RandomForest,yeojohnson,1119751.3686808238,578397.206347,43.12054607595008,29.89685098184503,0.5500583363159519,
3,banheiros,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
3,banheiros,std_median_ohe,KNeighbors,log,3290915.910260623,757006.1534630015,74.42891089211449,29.762589928057555,-2.886391758692945,
3,banheiros,std_median_ohe,Linear,yeojohnson,1344397.2483099862,769629.1314026939,73.86168197399017,51.57877012714099,0.3514130058709637,
3,banheiros,minmax_mean_ohe,KNeighbors,log,3289310.312457492,755509.9620038758,74.33444758583595,29.880000000000003,-2.882600437349988,
3,banheiros,std_median_ohe,Linear,none,1435226.7047809947,765297.4704734819,62.79686690503197,45.83765799121487,0.260813512994319,
3,banheiros,std_median_ohe,KNeighbors,yeojohnson,3292436.9334061733,757265.6591114621,74.41456087415597,29.79127407407407,-2.8899850792420696,
3,banheiros,raw_zero_ord,KNeighbors,yeojohnson,3292436.9334061733,757265.6591114621,74.41456087415597,29.79127407407407,-2.8899850792420696,
3,banheiros,std_median_ohe,KNeighbors,sqrt,3290993.5828916864,757914.4834708965,74.52300561850265,30.011834319526624,-2.8865752151189468,
3,banheiros,std_median_ohe,KNeighbors,none,3308559.6957053607,762168.9413478792,74.97819749477405,30.068999873274453,-2.9281761617150717,
3,banheiros,raw_zero_ord,KNeighbors,yeojohnson,3292436.9334061733,757265.6591114621,74.41456087415597,29.79127407407407,-2.8899850792420696,
3,banheiros,std_median_ohe,DecisionTree,sqrt,1277172.4423295956,595081.0200518782,43.909449103679705,28.979475868212468,0.41465476921127575,
4,vagas,std_median_ohe,KNeighbors,sqrt,2870558.8776891395,674105.0551209359,64.61239813726841,27.319027106534982,-1.9569632295055182,
4,vagas,raw_zero_ord,KNeighbors,sqrt,2870558.8776891395,674105.0551209359,64.61239813726841,27.319027106534982,-1.9569632295055182,
4,vagas,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
4,vagas,std_median_ohe,MLP,sqrt,,,,,,timeout
4,vagas,minmax_mean_ohe,MLP,log,,,,,,timeout
4,vagas,raw_zero_ord,MLP,sqrt,,,,,,timeout
4,vagas,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
4,vagas,std_median_ohe,RandomForest,sqrt,1084173.414087064,551094.8664282942,41.3031799369987,27.72521491617533,0.5781961760002471,
4,vagas,std_median_ohe,KNeighbors,yeojohnson,2874114.8870638884,674773.5572669203,64.52689337159705,27.300480000000004,-1.9642938590630505,
4,vagas,std_median_ohe,KNeighbors,none,2891659.799343619,680629.2270150003,65.10646679813365,27.438943306619173,-2.0005951336702275,
4,vagas,raw_zero_ord,KNeighbors,yeojohnson,2874114.8870638884,674773.5572669203,64.52689337159705,27.300480000000004,-1.9642938590630505,
4,vagas,std_median_ohe,RandomForest,log,1084224.3712398433,551150.5132605069,41.30497079335775,27.72521491617535,0.5781565247290755,
4,vagas,std_median_ohe,GradientBoosting,none,1098113.5546949767,558391.108519165,42.268539230749944,29.563891720353112,0.5672794598157443,
4,vagas,std_median_ohe,RandomForest,yeojohnson,1084178.7087401866,551149.4788186944,41.30551325983022,27.72521491617533,0.5781920561604538,
4,vagas,std_median_ohe,GradientBoosting,log,1059436.5352111126,556282.7001222108,42.21267982439701,29.55821414025764,0.5972246373541455,
4,vagas,std_median_ohe,GradientBoosting,yeojohnson,1059849.3892123983,556343.0499032631,42.215949266931375,29.55821414025764,0.5969106594706137,
4,vagas,std_median_ohe,DecisionTree,yeojohnson,1218987.4439792766,553591.9288629579,41.57881294973988,25.696671874999993,0.4667738121256426,
4,vagas,std_median_ohe,MLP,log,,,,,,timeout
4,vagas,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
4,vagas,minmax_mean_ohe,KNeighbors,log,2865313.153204719,671038.7809229884,64.46947260268132,27.24314136125654,-1.9461658606882368,
4,vagas,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
4,vagas,std_median_ohe,Linear,sqrt,1380112.5684395263,765920.1181534318,68.3080218331061,54.2900181523371,0.31649447766524585,
4,vagas,minmax_mean_ohe,MLP,none,,,,,,timeout
4,vagas,raw_zero_ord,KNeighbors,log,2867829.215671256,671910.386951841,64.42583969419576,27.305415411292604,-1.9513422526203992,
4,vagas,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
4,vagas,std_median_ohe,KNeighbors,yeojohnson,2874114.8870638884,674773.5572669203,64.52689337159705,27.300480000000004,-1.9642938590630505,
4,vagas,std_median_ohe,Linear,yeojohnson,1336544.5166552984,764615.8713012843,74.04014130838067,50.22434117991116,0.35896777406409797,
4,vagas,minmax_mean_ohe,KNeighbors,yeojohnson,2871086.7155438815,676925.8085408742,64.75037344282984,27.37118777292577,-1.9580507812288386,
4,vagas,std_median_ohe,Linear,none,1422755.053054391,756252.5692469839,61.67528543808734,45.166072408695,0.2736042754326573,
4,vagas,std_median_ohe,DecisionTree,yeojohnson,1218987.4439792766,553591.9288629579,41.57881294973988,25.696671874999993,0.4667738121256426,
4,vagas,raw_zero_ord,MLP,log,,,,,,timeout
4,vagas,std_median_ohe,KNeighbors,log,2867829.215671256,671910.386951841,64.42583969419576,27.305415411292604,-1.9513422526203992,
4,vagas,std_median_ohe,RandomForest,yeojohnson,1084178.7087401866,551149.4788186944,41.30551325983023,27.72521491617533,0.5781920561604538,
4,vagas,std_median_ohe,MLP,none,,,,,,timeout
4,vagas,std_median_ohe,Linear,log,1331491.0734449734,754203.816525198,70.91383205403838,49.07801942281998,0.3638060653807764,
4,vagas,raw_zero_ord,KNeighbors,none,2891659.799343619,680629.2270150003,65.10646679813365,27.438943306619173,-2.0005951336702275,
4,vagas,std_median_ohe,GradientBoosting,yeojohnson,1059849.3892123983,556343.0499032631,42.215949266931375,29.55821414025764,0.5969106594706137,
4,vagas,raw_zero_ord,MLP,none,,,,,,timeout
4,vagas,std_median_ohe,GradientBoosting,sqrt,1059456.5216662968,556308.8674967627,42.21128762336757,29.55378079297834,0.5972094403557411,
4,vagas,std_median_ohe,MLP,yeojohnson,,,,,,timeout
4,vagas,minmax_mean_ohe,KNeighbors,none,2930577.34825862,689114.1495873107,65.91602717265928,27.346368715083795,-2.0819059603855066,
4,vagas,std_median_ohe,MLP,yeojohnson,,,,,,timeout
4,vagas,raw_zero_ord,KNeighbors,yeojohnson,2874114.8870638884,674773.5572669203,64.52689337159705,27.300480000000004,-1.9642938590630505,
4,vagas,std_median_ohe,Linear,yeojohnson,1336544.5166552984,764615.8713012843,74.04014130838067,50.22434117991116,0.35896777406409797,
4,vagas,std_median_ohe,DecisionTree,none,1224531.6438138061,554180.3574776775,41.52653724190286,25.655875555555557,0.461912342044138,
4,vagas,minmax_mean_ohe,KNeighbors,sqrt,2876790.7205019398,677281.1454101773,64.88132654751992,27.300480000000004,-1.9698160106197862,
4,vagas,std_median_ohe,DecisionTree,sqrt,1218991.7160720257,553602.6946707523,41.58005122351295,25.696671874999993,0.4667700746044172,
4,vagas,minmax_mean_ohe,KNeighbors,yeojohnson,2871086.7155438815,676925.8085408742,64.75037344282984,27.37118777292577,-1.9580507812288386,
4,vagas,std_median_ohe,RandomForest,none,1101013.9065692648,552079.0322637311,41.32385988022573,27.756177379557805,0.5649906268606528,
4,vagas,std_median_ohe,DecisionTree,log,1218991.7160720257,553602.6946707523,41.58005122351295,25.696671874999993,0.4667700746044172,
5,score_escola_privada,minmax_mean_ohe,MLP,sqrt,,,,,,timeout
5,score_escola_privada,std_median_ohe,MLP,log,,,,,,timeout
5,score_escola_privada,raw_zero_ord,MLP,sqrt,,,,,,timeout
5,score_escola_privada,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
5,score_escola_privada,raw_zero_ord,KNeighbors,sqrt,1104012.4442503497,517457.19890906475,35.99091581292777,21.764975767707504,0.562617962534909,
5,score_escola_privada,std_median_ohe,RandomForest,none,1020269.6777797488,493797.495700681,35.25358543665425,23.045213406363203,0.6264549676154199,
5,score_escola_privada,std_median_ohe,RandomForest,log,1009840.388475238,493288.65358263504,35.23570982617248,23.03937796989115,0.6340527579597435,
5,score_escola_privada,std_median_ohe,Linear,sqrt,1376184.260586823,758829.9312016207,66.66313349623107,51.26568604870022,0.32037995613242853,
5,score_escola_privada,std_median_ohe,DecisionTree,yeojohnson,1202935.1138626374,473906.8783635629,31.565495531552955,14.418604651162791,0.48072500492708836,
5,score_escola_privada,minmax_mean_ohe,KNeighbors,yeojohnson,1100245.2402620334,519461.4647814542,36.221879281532,21.78433040355354,0.5655978132454829,
5,score_escola_privada,std_median_ohe,KNeighbors,yeojohnson,1105047.676337144,515929.10551927076,35.9981924357982,22.02600283152431,0.5617973119831086,
5,score_escola_privada,std_median_ohe,GradientBoosting,log,923684.7252771828,470361.0370554509,34.75541728945943,24.212719625688393,0.6938314836710202,
5,score_escola_privada,std_median_ohe,GradientBoosting,yeojohnson,928867.9348608281,472998.08027125266,34.877264869787865,24.550471663079662,0.6903857449932378,
5,score_escola_privada,std_median_ohe,Linear,yeojohnson,1330189.2428173276,756402.2776611986,72.76232595358731,50.20828633557382,0.36504950122810587,
5,score_escola_privada,minmax_mean_ohe,MLP,none,,,,,,timeout
5,score_escola_privada,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
5,score_escola_privada,std_median_ohe,KNeighbors,log,1211884.786336083,523731.8726907342,37.70361379707888,22.09454926624738,0.4729695925752312,
5,score_escola_privada,minmax_mean_ohe,KNeighbors,yeojohnson,1100245.2402620334,519461.4647814542,36.221879281532,21.78433040355354,0.5655978132454829,
5,score_escola_privada,std_median_ohe,GradientBoosting,yeojohnson,928867.9348608281,472998.08027125266,34.877264869787865,24.550471663079662,0.6903857449932378,
5,score_escola_privada,std_median_ohe,KNeighbors,yeojohnson,1105047.676337144,515929.10551927076,35.9981924357982,22.02600283152431,0.5617973119831086,
5,score_escola_privada,std_median_ohe,KNeighbors,none,1131865.732315378,516072.74522357,35.712997510534215,21.037306642402186,0.5402700165156917,
5,score_escola_privada,std_median_ohe,MLP,yeojohnson,,,,,,timeout
5,score_escola_privada,std_median_ohe,RandomForest,yeojohnson,1009873.3862903188,493319.83458859107,35.23679801921234,23.044763555803293,0.6340288419887634,
5,score_escola_privada,minmax_mean_ohe,KNeighbors,sqrt,1083129.7035628338,508424.9855594631,35.197219110291016,21.048854282536148,0.579007908107339,
5,score_escola_privada,raw_zero_ord,MLP,none,,,,,,timeout
5,score_escola_privada,minmax_mean_ohe,MLP,log,,,,,,timeout
5,score_escola_privada,std_median_ohe,Linear,log,1326722.794018679,747313.7150338427,69.84512663338555,48.76498060525447,0.36835452792594936,
5,score_escola_privada,std_median_ohe,DecisionTree,yeojohnson,1202935.1138626374,473906.8783635629,31.565495531552955,14.418604651162791,0.48072500492708836,
5,score_escola_privada,raw_zero_ord,KNeighbors,log,1211884.786336083,523731.8726907342,37.70361379707888,22.09454926624738,0.4729695925752312,
5,score_escola_privada,raw_zero_ord,KNeighbors,yeojohnson,1105047.676337144,515929.10551927076,35.9981924357982,22.02600283152431,0.5617973119831086,
5,score_escola_privada,std_median_ohe,DecisionTree,sqrt,1203517.3498908686,474095.5509633859,31.581385511302944,14.411764705882351,0.48022221175799185,
5,score_escola_privada,std_median_ohe,MLP,none,,,,,,timeout
5,score_escola_privada,std_median_ohe,DecisionTree,none,1200153.5882013717,472135.12385867053,31.44216760432645,14.428571428571429,0.48312364938264163,
5,score_escola_privada,std_median_ohe,MLP,yeojohnson,,,,,,timeout
5,score_escola_privada,std_median_ohe,MLP,sqrt,,,,,,timeout
5,score_escola_privada,minmax_mean_ohe,MLP,yeojohnson,,,,,,timeout
5,score_escola_privada,std_median_ohe,Linear,none,1422319.2350201495,755718.1283759254,61.59882704658985,45.322109748499514,0.27404922605051774,
5,score_escola_privada,raw_zero_ord,MLP,log,,,,,,timeout
5,score_escola_privada,raw_zero_ord,MLP,yeojohnson,,,,,,timeout
